datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name,square_diagonal,query_count,query_long,query_lat,dist_from_center,p_name
0.9936,930.9,METERS,GHCND_USW00003024,35.695,-101.395,10/16/2018,6/1/1997,"BORGER HUTCHINSON CO AIRPORT, TX US",3.081404315,16,-101.3642489,36.47458296,0.780189223,Noble Great Plains
0.5464,585.8,METERS,GHCND_USW00003932,35.3568,-99.2042,10/16/2018,8/17/1958,"CLINTON SHERMAN AIRPORT, OK US",2.567836929,15,-98.75778446,35.52447039,0.476864961,Weatherford Wind Energy Center
0.9285,484.6,METERS,GHCND_USC00341445,36.06167,-98.59,8/31/2002,5/6/1943,"CANTON, OK US",2.567836929,15,-98.75778446,35.52447039,0.562792184,Weatherford Wind Energy Center
0.995,474.3,METERS,GHCND_USW00093986,34.9894,-99.0525,10/16/2018,1/1/1910,"HOBART MUNICIPAL AIRPORT, OK US",2.567836929,15,-98.75778446,35.52447039,0.610866249,Weatherford Wind Energy Center
0.9749,618.7,METERS,GHCND_USC00343304,36.54417,-99.535,3/31/2012,7/1/1940,"FORT SUPPLY, OK US",3.697685178,17,-99.62897695,36.64890895,0.140719276,Centennial Wind Farm
0.6758,667.8,METERS,GHCND_USW00013975,36.2967,-99.7689,10/16/2018,5/1/1904,"GAGE AIRPORT, OK US",3.697685178,17,-99.62897695,36.64890895,0.378984966,Centennial Wind Farm
0.9289,787,METERS,GHCND_USW00013985,37.7686,-99.9678,10/16/2018,4/1/1909,"DODGE CITY REGIONAL AIRPORT, KS US",3.697685178,17,-99.62897695,36.64890895,1.16983294,Centennial Wind Farm
0.9289,787,METERS,GHCND_USW00013985,37.7686,-99.9678,10/16/2018,4/1/1909,"DODGE CITY REGIONAL AIRPORT, KS US",3.081404315,16,-99.71131081,37.87218755,0.27661722,Spearville II
0.9731,650.7,METERS,GHCND_USC00141383,38.7978,-99.723,10/17/2018,8/1/1949,"CEDAR BLUFF DAM, KS US",3.081404315,16,-99.71131081,37.87218755,0.925686258,Spearville II
0.9407,878.4,METERS,GHCND_USW00023064,37.92722,-100.72472,10/16/2018,3/1/1947,"GARDEN CITY REGIONAL AIRPORT, KS US",3.081404315,16,-99.71131081,37.87218755,1.014902342,Spearville II
0.9999,373.4,METERS,GHCND_USW00014940,43.1544,-93.3269,10/16/2018,1/1/1948,"MASON CITY MUNICIPAL AIRPORT, IA US",3.697685178,17,-93.89076664,43.34515393,0.59525847,Crystal Lake III
0.9941,351.4,METERS,GHCND_USC00218692,44.0707,-93.5264,10/4/2018,1/2/1915,"WASECA SOUTHERN RESEARCH AND OUTREACH CENTER, MN US",3.697685178,17,-93.89076664,43.34515393,0.811899096,Crystal Lake III
0.9939,401.4,METERS,GHCND_USW00094971,43.40111,-94.74722,10/16/2018,7/1/1996,"ESTHERVILLE MUNICIPAL AIRPORT, IA US",3.697685178,17,-93.89076664,43.34515393,0.858279352,Crystal Lake III
0.9436,1442.6,METERS,GHCND_USW00024145,43.519,-112.0639,10/16/2018,8/1/1948,"IDAHO FALLS FANNING FIELD, ID US",3.081404315,16,-111.8415256,43.46867236,0.227998307,Goshen North
0.9214,1525.5,METERS,GHCND_USC00107644,43.8083,-111.7892,9/13/2018,7/1/1977,"REXBURG BYU IDAHO, ID US",3.081404315,16,-111.8415256,43.46867236,0.343634843,Goshen North
0.9404,1481.9,METERS,GHCND_USW00094194,43.83212,-111.80753,10/16/2018,2/12/1998,"REXBURG MADISON CO AIRPORT, ID US",3.081404315,16,-111.8415256,43.46867236,0.365034093,Goshen North
0.9668,1116.8,METERS,GHCND_USC00290992,33.4594,-104.4041,10/17/2018,12/1/1950,"BITTER LAKES WL REFUGE, NM US",3.697685178,17,-103.2771788,33.36094854,1.131213498,Sterling Phase I
0.8386,1112.2,METERS,GHCND_USW00023009,33.3075,-104.5083,10/16/2018,7/13/1942,"ROSWELL INDUSTRIAL AIR PARK, NM US",3.697685178,17,-103.2771788,33.36094854,1.232280829,Sterling Phase I
0.9862,1351.8,METERS,GHCND_USC00291963,34.5988,-103.2161,10/17/2018,6/21/1949,"CLOVIS 13 N, NM US",3.697685178,17,-103.2771788,33.36094854,1.239357441,Sterling Phase I
0.9901,246,METERS,GHCND_USW00004840,43.76944,-88.49083,10/15/2018,8/2/1996,"FOND DU LAC CO AIRPORT, WI US",2.139864108,14,-88.48083383,43.40998625,0.359592716,Butler Ridge
0.9978,238.4,METERS,GHCND_USW00094855,43.98444,-88.55694,10/16/2018,7/1/1996,"OSHKOSH WITTMAN REGIONAL AIRPORT, WI US",2.139864108,14,-88.48083383,43.40998625,0.57947326,Butler Ridge
0.9938,227.4,METERS,GHCND_USW00004841,43.76944,-87.85056,10/15/2018,9/1/1996,"SHEBOYGAN CO MEMORIAL AIRPORT, WI US",2.139864108,14,-88.48083383,43.40998625,0.725570192,Butler Ridge
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,10/16/2018,5/1/1911,"SPUR, TX US",3.081404315,16,-101.2373204,33.9902321,0.625825379,Cotton Plains Wind
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,10/17/2018,3/1/1911,"LUBBOCK 9 N, TX US",3.081404315,16,-101.2373204,33.9902321,0.657307288,Cotton Plains Wind
0.981,991.8,METERS,GHCND_USW00023042,33.6656,-101.8231,10/16/2018,8/10/1945,"LUBBOCK INTERNATIONAL AIRPORT, TX US",3.081404315,16,-101.2373204,33.9902321,0.669719165,Cotton Plains Wind
0.8893,445.3,METERS,GHCND_USC00394766,44.0644,-99.4602,10/2/2018,2/1/1972,"LAKE SHARPE PROJECT, SD US",3.081404315,16,-99.4609383,44.36571741,0.301318312,South Dakota(Highmore)
0.988,519.1,METERS,GHCND_USW00094943,43.76667,-99.31833,6/30/2014,2/1/1998,"CHAMBERLAIN MUNICIPAL AIRPORT, SD US",3.081404315,16,-99.4609383,44.36571741,0.61578805,South Dakota(Highmore)
0.9213,531,METERS,GHCND_USW00024025,44.3813,-100.2855,10/16/2018,1893-01-01,"PIERRE REGIONAL AIRPORT, SD US",3.081404315,16,-99.4609383,44.36571741,0.824708931,South Dakota(Highmore)
0.9012,492.3,METERS,GHCND_USC00324958,48.7622,-98.3447,10/17/2018,1897-04-01,"LANGDON EXPERIMENTAL FARM, ND US",2.139864108,14,-98.24890185,48.71305141,0.107670188,Langdon - OTP
0.9929,298,METERS,GHCND_CA005021849,49.1833,-98.0833,10/15/2018,12/1/1999,"MORDEN CDA CS, CA",2.139864108,14,-98.24890185,48.71305141,0.498555626,Langdon - OTP
0.9124,341,METERS,GHCND_CA005020725,49.4,-98.3167,10/16/2018,1/1/2000,"DEERWOOD RCS, CA",2.139864108,14,-98.24890185,48.71305141,0.690286142,Langdon - OTP
0.9788,49,METERS,GHCND_CA00702FQLF,45.1167,-74.2833,10/16/2018,7/6/1994,"ST ANICET 1, CA",1.78322009,13,-74.03575996,44.89893903,0.329690633,Noble Chateaugay
0.9664,53,METERS,GHCND_CA007027039,45.1667,-73.6833,10/16/2018,9/2/1993,"STE CLOTHILDE, CA",1.78322009,13,-74.03575996,44.89893903,0.442632985,Noble Chateaugay
0.9964,506.9,METERS,GHCND_USW00094740,44.38528,-74.20667,10/16/2018,6/6/1998,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",1.78322009,13,-74.03575996,44.89893903,0.541346321,Noble Chateaugay
0.9861,1312.5,METERS,GHCND_USC00298596,34.6033,-104.3811,8/31/2018,3/1/1975,"SUMNER LAKE, NM US",2.567836929,15,-104.0599306,34.63558581,0.322788074,New Mexico Wind Energy Center (Taiban)
0.9901,1245.4,METERS,GHCND_USC00299156,35.2005,-103.6866,10/17/2018,12/1/1904,"TUCUMCARI 4 NE, NM US",2.567836929,15,-104.0599306,34.63558581,0.677129086,New Mexico Wind Energy Center (Taiban)
0.6399,1239,METERS,GHCND_USW00023048,35.18222,-103.60306,10/15/2018,1/1/1948,"TUCUMCARI MUNICIPAL AIRPORT, NM US",2.567836929,15,-104.0599306,34.63558581,0.712418211,New Mexico Wind Energy Center (Taiban)
0.9084,502.9,METERS,GHCND_USC00253075,41.3594,-97.9761,11/30/2013,3/1/1901,"FULLERTON, NE US",3.081404315,16,-98.02215963,41.87949104,0.52212659,Laredo Ridge
1,472.7,METERS,GHCND_USW00014941,41.9855,-97.4352,10/16/2018,10/1/1945,"NORFOLK KARL STEFAN MEMORIAL AIRPORT, NE US",3.081404315,16,-98.02215963,41.87949104,0.596455788,Laredo Ridge
0.9788,515.1,METERS,GHCND_USC00256396,42.3691,-97.5983,7/31/2013,9/1/2008,"OSMOND NUMBER 1, NE US",3.081404315,16,-98.02215963,41.87949104,0.64759086,Laredo Ridge
0.9436,1442.6,METERS,GHCND_USW00024145,43.519,-112.0639,10/16/2018,8/1/1948,"IDAHO FALLS FANNING FIELD, ID US",3.081404315,16,-111.8432628,43.38413572,0.258590664,Wolverine Creek
0.9214,1525.5,METERS,GHCND_USC00107644,43.8083,-111.7892,9/13/2018,7/1/1977,"REXBURG BYU IDAHO, ID US",3.081404315,16,-111.8432628,43.38413572,0.427595751,Wolverine Creek
0.9404,1481.9,METERS,GHCND_USW00094194,43.83212,-111.80753,10/16/2018,2/12/1998,"REXBURG MADISON CO AIRPORT, ID US",3.081404315,16,-111.8432628,43.38413572,0.449407109,Wolverine Creek
0.8911,1620.9,METERS,GHCND_USW00024089,42.89779,-106.47371,10/16/2018,1/1/1940,"CASPER NATRONA CO AIRPORT, WY US",3.697685178,17,-106.0008781,43.01491876,0.487123367,Campbell Hill
0.999,1504.5,METERS,GHCND_USW00094057,42.79611,-105.38028,10/16/2018,7/1/1999,"CONVERSE CO AIRPORT ASOS, WY US",3.697685178,17,-106.0008781,43.01491876,0.658041977,Campbell Hill
0.808,1805.3,METERS,GHCND_USC00487105,42.47165,-106.85268,8/31/2018,10/1/1905,"PATHFINDER DAM, WY US",3.697685178,17,-106.0008781,43.01491876,1.010300679,Campbell Hill
0.9988,1130.5,METERS,GHCND_USC00051996,40.86,-102.803,10/17/2018,3/1/1996,"CROOK, CO US",1.78322009,13,-102.7524069,40.74361229,0.126908486,Colorado Highlands (2012)
0.979,1297.2,METERS,GHCND_USC00052947,40.6483,-102.8594,9/30/2018,4/1/1998,"FLEMING 3 SW, CO US",1.78322009,13,-102.7524069,40.74361229,0.143289774,Colorado Highlands (2012)
0.8607,1309.4,METERS,GHCND_USW00024030,41.0993,-102.9863,10/16/2018,1/1/1948,"SIDNEY MUNICIPAL AIRPORT, NE US",1.78322009,13,-102.7524069,40.74361229,0.425699121,Colorado Highlands (2012)
0.999,1504.5,METERS,GHCND_USW00094057,42.79611,-105.38028,10/16/2018,7/1/1999,"CONVERSE CO AIRPORT ASOS, WY US",3.697685178,17,-105.8823678,42.6947863,0.512209602,Pioneer Wind Park
0.8911,1620.9,METERS,GHCND_USW00024089,42.89779,-106.47371,10/16/2018,1/1/1940,"CASPER NATRONA CO AIRPORT, WY US",3.697685178,17,-105.8823678,42.6947863,0.625216816,Pioneer Wind Park
0.808,1805.3,METERS,GHCND_USC00487105,42.47165,-106.85268,8/31/2018,10/1/1905,"PATHFINDER DAM, WY US",3.697685178,17,-105.8823678,42.6947863,0.99563825,Pioneer Wind Park
0.9985,216.4,METERS,GHCND_USW00004808,41.77,-88.48139,10/15/2018,10/8/1998,"CHICAGO AURORA MUNICIPAL AIRPORT, IL US",2.139864108,14,-88.69714574,41.22772183,0.583623295,Grand Ridge
0.6424,181.1,METERS,GHCND_USW00014834,41.5,-88.16667,10/17/2018,1893-11-01,"JOLIET, IL US",2.139864108,14,-88.69714574,41.22772183,0.596271677,Grand Ridge
0.9691,140.2,METERS,GHCND_USC00114013,41.26472,-89.33806,6/30/2009,8/1/1962,"HENNEPIN POWER PLANT, IL US",2.139864108,14,-88.69714574,41.22772183,0.641981269,Grand Ridge
0.9998,390.1,METERS,GHCND_USW00014936,44.3981,-98.2231,10/16/2018,1881-07-01,"HURON REGIONAL AIRPORT, SD US",2.567836929,15,-98.59677959,44.00078715,0.545430048,Wessington Springs
0.9963,395.9,METERS,GHCND_USW00094950,43.7743,-98.0384,10/16/2018,9/1/1999,"MITCHELL MUNICIPAL AIRPORT, SD US",2.567836929,15,-98.59677959,44.00078715,0.602564679,Wessington Springs
0.988,519.1,METERS,GHCND_USW00094943,43.76667,-99.31833,6/30/2014,2/1/1998,"CHAMBERLAIN MUNICIPAL AIRPORT, SD US",2.567836929,15,-98.59677959,44.00078715,0.758581463,Wessington Springs
0.8472,1777,METERS,GHCND_USC00294719,35.0463,-107.3736,3/31/2006,4/1/1905,"LAGUNA, NM US",2.567836929,15,-107.3818197,35.25683612,0.21069652,Red Mesa
0.973,1987.3,METERS,GHCND_USW00093057,35.16528,-107.90222,11/3/2012,11/1/1997,"GRANTS MILAN MUNICIPAL AIRPORT, NM US",2.567836929,15,-107.3818197,35.25683612,0.528392824,Red Mesa
0.9847,1475.2,METERS,GHCND_USC00295150,34.7675,-106.7611,10/17/2018,7/1/1957,"LOS LUNAS 3 SSW, NM US",2.567836929,15,-107.3818197,35.25683612,0.790406739,Red Mesa
0.2393,150.6,METERS,GHCND_USW00012907,27.53333,-99.46667,10/16/2018,3/15/1965,"LAREDO INTERNATIONAL AIRPORT, TX US",3.081404315,16,-98.98591842,27.49050374,0.482655332,White Tail
0.7522,131.1,METERS,GHCND_USC00415060,27.5684,-99.4982,10/16/2018,9/1/1946,"LAREDO 2, TX US",3.081404315,16,-98.98591842,27.49050374,0.518170092,White Tail
0.9837,97.5,METERS,GHCND_USC00413060,26.558,-99.1372,10/17/2018,7/1/1962,"FALCON DAM, TX US",3.081404315,16,-98.98591842,27.49050374,0.944695366,White Tail
0.9873,603.2,METERS,GHCND_USW00013729,38.8853,-79.8528,10/16/2018,1/1/1926,"ELKINS RANDOLPH CO AIRPORT, WV US",2.139864108,14,-79.88694618,39.00077867,0.120421283,Laurel Mountain
0.87,541,METERS,GHCND_USC00466867,39.0736,-79.634,10/17/2018,1899-01-01,"PARSONS 1 NE, WV US",2.139864108,14,-79.88694618,39.00077867,0.2632199,Laurel Mountain
0.3651,366.7,METERS,GHCND_USW00003802,39.29556,-80.22889,10/16/2018,8/1/1939,"CLARKSBURG BENEDUM AIRPORT, WV US",2.139864108,14,-79.88694618,39.00077867,0.451466064,Laurel Mountain
0.7485,314.2,METERS,GHCND_USC00142686,37.6475,-96.078,8/31/2018,1896-11-01,"FALL RIVER LAKE, KS US",2.567836929,15,-96.55169467,37.57968207,0.478524725,Elk River
0.9908,350.5,METERS,GHCND_USW00013932,37.16806,-97.03694,10/15/2018,7/1/1996,"WINFIELD STROTHER FIELD AIRPORT, KS US",2.567836929,15,-96.55169467,37.57968207,0.636314198,Elk River
0.9848,433.1,METERS,GHCND_USW00003974,37.74611,-97.22111,10/15/2018,7/1/1996,"WICHITA COLONEL JAMES JABARA AIRPORT, KS US",2.567836929,15,-96.55169467,37.57968207,0.689793549,Elk River
0.9921,712.6,METERS,GHCND_USW00003159,34.7411,-118.2116,10/16/2018,4/16/1974,"LANCASTER, CA US",1.78322009,13,-118.4612714,34.93270171,0.314717339,Manzana Winds
0.6654,833.6,METERS,GHCND_USC00045756,35.0492,-118.1619,10/17/2018,1/1/1904,"MOJAVE, CA US",1.78322009,13,-118.4612714,34.93270171,0.321239879,Manzana Winds
0.981,1374.6,METERS,GHCND_USW00023187,34.7436,-118.7242,10/16/2018,1/1/1948,"SANDBERG, CA US",1.78322009,13,-118.4612714,34.93270171,0.323868692,Manzana Winds
0.9965,696.2,METERS,GHCND_USW00004726,40.31611,-78.83389,10/15/2018,8/1/2000,"JOHNSTOWN CAMBRIA CO AIRPORT, PA US",1.78322009,13,-78.81517034,40.03097643,0.285747404,Stony Creek
0.8894,451.1,METERS,GHCND_USW00014736,40.29639,-78.32028,10/15/2018,1/1/1949,"ALTOONA BLAIR CO AIRPORT, PA US",1.78322009,13,-78.81517034,40.03097643,0.561569956,Stony Creek
0.9978,454.2,METERS,GHCND_USC00361705,39.7994,-79.3665,10/17/2018,7/1/1946,"CONFLUENCE 1 SW DAM, PA US",1.78322009,13,-78.81517034,40.03097643,0.597989994,Stony Creek
0.9981,113.4,METERS,GHCND_USW00094733,44.68722,-73.52306,4/29/2007,7/2/1998,"PLATTSBURGH CLINTON CO AIRPORT, NY US",1.486016741,12,-73.64967252,44.82063391,0.183929339,Noble Altona
0.999,71.3,METERS,GHCND_USW00064776,44.65,-73.46667,10/16/2018,6/18/2007,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",1.486016741,12,-73.64967252,44.82063391,0.250211618,Noble Altona
0.9664,53,METERS,GHCND_CA007027039,45.1667,-73.6833,10/16/2018,9/2/1993,"STE CLOTHILDE, CA",1.486016741,12,-73.64967252,44.82063391,0.347696056,Noble Altona
0.771,2084.2,METERS,GHCND_USC00488070,42.1569,-106.9153,8/31/2011,8/5/1948,"SEMINOE DAM, WY US",2.567836929,15,-106.404803,41.95581833,0.548672055,Seven Mile Hill I
0.808,1805.3,METERS,GHCND_USC00487105,42.47165,-106.85268,8/31/2018,10/1/1905,"PATHFINDER DAM, WY US",2.567836929,15,-106.404803,41.95581833,0.683136967,Seven Mile Hill I
0.9979,2053.1,METERS,GHCND_USW00024057,41.8,-107.2,10/16/2018,3/6/1951,"RAWLINS AIRPORT, WY US",2.567836929,15,-106.404803,41.95581833,0.810319457,Seven Mile Hill I
0.7465,218.5,METERS,GHCND_USW00014921,43.21194,-90.18139,10/15/2018,6/1/1948,"LONE ROCK TRI CO AIRPORT, WI US",3.081404315,16,-90.38321795,42.9607915,0.322195733,Montfort Wind Farm
0.9986,204.8,METERS,GHCND_USW00094994,43.15611,-90.6775,10/16/2018,2/1/1999,"BOSCOBEL AIRPORT, WI US",3.081404315,16,-90.38321795,42.9607915,0.353201418,Montfort Wind Farm
0.9852,321.9,METERS,GHCND_USW00094908,42.39778,-90.70361,10/16/2018,2/1/1951,"DUBUQUE REGIONAL AIRPORT, IA US",3.081404315,16,-90.38321795,42.9607915,0.647790873,Montfort Wind Farm
0.9971,36.6,METERS,GHCND_USW00026451,61.169,-150.0278,10/16/2018,4/1/1952,"ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US",1.486016741,12,-150.2414871,61.13030727,0.217161921,Fire Island Project
0.9988,27.4,METERS,GHCND_USW00026491,61.17806,-149.96639,10/15/2018,2/1/1998,"ANCHORAGE LAKE HOOD SEA PLANE BASE, AK US",1.486016741,12,-150.2414871,61.13030727,0.27921091,Fire Island Project
0.563,42.1,METERS,GHCND_USW00026409,61.21694,-149.855,10/15/2018,2/1/1916,"ANCHORAGE MERRILL FIELD, AK US",1.486016741,12,-150.2414871,61.13030727,0.396077645,Fire Island Project
